x_0, x_1, y
0.399710, -0.355298, 0.282122
0.398943, -0.354616, 0.281070
0.398178, -0.353936, 0.280021
0.397413, -0.353256, 0.278976
0.396650, -0.352578, 0.277934
0.395888, -0.351900, 0.276895
0.395127, -0.351224, 0.275859
0.394367, -0.350549, 0.274827
0.393609, -0.349875, 0.273799
0.392852, -0.349202, 0.272773
0.392096, -0.348530, 0.271751
0.391341, -0.347859, 0.270733
0.390588, -0.347189, 0.269717
0.389836, -0.346521, 0.268705
0.389085, -0.345853, 0.267696
0.388335, -0.345187, 0.266691
0.387586, -0.344521, 0.265689
0.386839, -0.343857, 0.264690
0.386093, -0.343194, 0.263694
0.385348, -0.342532, 0.262702
0.384605, -0.341871, 0.261713
0.383862, -0.341211, 0.260727
0.383121, -0.340552, 0.259744
0.382381, -0.339894, 0.258765
0.381642, -0.339238, 0.257789
0.380905, -0.338582, 0.256816
0.380169, -0.337928, 0.255846
0.379434, -0.337274, 0.254880
0.378700, -0.336622, 0.253917
0.377967, -0.335971, 0.252957
0.377236, -0.335321, 0.252000
0.376506, -0.334672, 0.251047
0.375777, -0.334024, 0.250097
0.375049, -0.333377, 0.249150
0.374323, -0.332731, 0.248206
0.373597, -0.332087, 0.247265
0.372873, -0.331443, 0.246327
0.372151, -0.330801, 0.245393
0.371429, -0.330159, 0.244462
0.370709, -0.329519, 0.243534
0.369990, -0.328880, 0.242609
0.369272, -0.328242, 0.241687
0.368555, -0.327605, 0.240769
0.367840, -0.326969, 0.239853
0.367126, -0.326334, 0.238941
0.366413, -0.325700, 0.238032
0.365701, -0.325067, 0.237126
0.364990, -0.324436, 0.236223
0.364281, -0.323805, 0.235323
0.363573, -0.323176, 0.234426
0.362866, -0.322548, 0.233532
0.362160, -0.321920, 0.232641
0.361456, -0.321294, 0.231754
0.360753, -0.320669, 0.230869
0.360051, -0.320045, 0.229988
0.359350, -0.319422, 0.229110
0.358650, -0.318800, 0.228234
0.357952, -0.318179, 0.227362
0.357255, -0.317560, 0.226493
0.356559, -0.316941, 0.225626
0.355864, -0.316324, 0.224763
0.355171, -0.315707, 0.223903
0.354478, -0.315092, 0.223046
0.353787, -0.314477, 0.222191
0.353097, -0.313864, 0.221340
0.352409, -0.313252, 0.220492
0.351721, -0.312641, 0.219647
0.351035, -0.312031, 0.218804
0.350350, -0.311422, 0.217965
0.349666, -0.310814, 0.217128
0.348983, -0.310207, 0.216295
0.348302, -0.309602, 0.215464
0.347622, -0.308997, 0.214637
0.346943, -0.308393, 0.213812
0.346265, -0.307791, 0.212990
0.345588, -0.307189, 0.212171
0.344913, -0.306589, 0.211355
0.344238, -0.305990, 0.210542
0.343565, -0.305391, 0.209732
0.342893, -0.304794, 0.208925
0.342223, -0.304198, 0.208120
0.341553, -0.303603, 0.207319
0.340885, -0.303009, 0.206520
0.340218, -0.302416, 0.205724
0.339552, -0.301824, 0.204931
0.338887, -0.301233, 0.204141
0.338224, -0.300644, 0.203354
0.337562, -0.300055, 0.202569
0.336901, -0.299467, 0.201787
0.336241, -0.298881, 0.201008
0.335582, -0.298295, 0.200232
0.334924, -0.297710, 0.199459
0.334268, -0.297127, 0.198688
0.333613, -0.296545, 0.197921
0.332959, -0.295963, 0.197156
0.332306, -0.295383, 0.196393
0.331654, -0.294804, 0.195634
0.331004, -0.294225, 0.194877
0.330354, -0.293648, 0.194123
0.329706, -0.293072, 0.193372
0.329059, -0.292497, 0.192623
0.328413, -0.291923, 0.191877
0.327769, -0.291350, 0.191134
0.327125, -0.290778, 0.190393
0.326483, -0.290207, 0.189656
0.325842, -0.289637, 0.188920
0.325202, -0.289068, 0.188188
0.324563, -0.288501, 0.187458
0.323926, -0.287934, 0.186731
0.323289, -0.287368, 0.186007
0.322654, -0.286803, 0.185285
0.322020, -0.286240, 0.184566
0.321387, -0.285677, 0.183849
0.320755, -0.285115, 0.183135
0.320124, -0.284555, 0.182424
0.319495, -0.283995, 0.181715
0.318866, -0.283437, 0.181009
0.318239, -0.282879, 0.180305
0.317613, -0.282323, 0.179604
